同学们对赵老师的评价都很高，控场能力很强，感觉豁然开朗。	1
黄老师举的案例都是实际教学中会遇到的情况，内容安排合理。	1
教材太老旧了，一个例子翻来覆去讲，考试完全不会。	0
感谢杨老师这学期的付出，深入浅出，对今后的教学很有启发。	1
听李老师的课，讲解深入浅出，同学们都听得很认真。	1
陈老师语速太快，动不动就发火，大部分同学都在玩手机。	0
觉得陈老师根本不了解学生的水平，一个例子翻来覆去讲，全班成绩都很差。	0
郑老师专业功底扎实，PPT做得很用心，收获很大。	1
课程内容太难了，例题和考试完全不一样，期末挂了一大半。	0
小组讨论环节设计得很好，何老师引导得当，感觉豁然开朗。	1
教学效果很差，全程照着PPT念，大部分同学都在玩手机。	0
李老师的课太枯燥了，动不动就发火，来上课的人越来越少。	0
每次上刘老师的课都感觉时间过得很快，备课充分细致。	1
这门课很接地气，因材施教，对今后的教学很有启发。	1
第一次有人把教案编写讲得这么清楚，收获很大。	1
朱老师上课从不照本宣科，控场能力很强，进步很大。	1
这门课很接地气，知识点讲得很透彻，写教案都更有思路了。	1
觉得孙老师根本不了解学生的水平，例题和考试完全不一样，知识学得稀碎。	0
课堂纪律不好，孙老师也不管，做都做不完。	0
张老师的课太枯燥了，纯属念经，还不如自己看书。	0
课上的实训环节特别好，理论联系实际，学生反馈非常好。	1
冯老师的课太枯燥了，动不动就发火，还不如自己看书。	0
每次上罗老师的课都感觉时间过得很快，理论联系实际。	1
觉得李老师根本不了解学生的水平，全程照着PPT念，听着就想睡觉。	0
第一次有人把产教融合讲得这么清楚，对英语教学信心大增。	1
上林老师的课是一种享受，案例很贴近实际，感觉豁然开朗。	1
林老师上课经常跑题，扯些与课程无关的东西，知识学得稀碎。	0
课堂纪律不好，李老师也不管，考试完全不会。	0
第一次有人把教案编写讲得这么清楚，感觉豁然开朗。	1
这学期跟着宋老师，写教案都更有思路了。	1
这门课的内容经常迟到早退，想退课了。	0
冯老师对学生很不耐烦，全程照着PPT念，浪费了一个学期。	0
这门课的教学计划完全没完成，课堂上乱糟糟的，浪费了一个学期。	0
这门课的内容教学大纲混乱不清，什么都没学到。	0
听朱老师的课，节奏把控得当，对英语教学信心大增。	1
课程内容太难了，内容东拉西扯没有重点，课堂上根本没人听。	0
课件做得太差了，对后排学生完全不管，全班成绩都很差。	0
原以为翻转课堂很难，但林老师讲完之后学到了很多实用的东西。	1
杨老师特别耐心，能把复杂的东西讲简单，进步很大。	1
这门课的内容一个例子翻来覆去讲，听着就想睡觉。	0
课上的实训环节特别好，讲解深入浅出，收获很大。	1
很喜欢黄老师的课，内容安排合理，收获很大。	1
课程内容很实用，内容安排合理，收获很大。	1
黄老师特别耐心，案例很贴近实际，学到了很多实用的东西。	1
黄老师迟到了好几次，讲的和教材完全对不上，想退课了。	0
黄老师特别耐心，循循善诱，同学们都听得很认真。	1
这门课的教学计划完全没完成，动不动就发火，期末挂了一大半。	0
课堂互动很好，王老师经常组织头脑风暴，比以前清晰多了。	1
教学效果很差，备课明显敷衍，全班成绩都很差。	0
作业太多，内容东拉西扯没有重点，来上课的人越来越少。	0
同学们对刘老师的评价都很高，循循善诱，写教案都更有思路了。	1
原以为情景教学法很难，但吴老师讲完之后学生反馈非常好。	1
每次上陈老师的课都感觉时间过得很快，控场能力很强。	1
练习题和上课讲的内容对不上，教学大纲混乱不清，考试完全不会。	0
吴老师备课很充分，控场能力很强，能看出来花了很多心思。	1
练习题和上课讲的内容对不上，课堂上乱糟糟的，纯属浪费时间。	0
向陈老师提问总是被敷衍，全程照着PPT念，想退课了。	0
黄老师语速太快，一个例子翻来覆去讲，浪费了一个学期。	0
陈老师的课太枯燥了，讲错了还硬撑，听着就想睡觉。	0
第一次有人把混合式教学讲得这么清楚，学生反馈非常好。	1
黄老师举的案例都是实际教学中会遇到的情况，控场能力很强。	1
王老师上课经常跑题，扯些与课程无关的东西，越听越糊涂。	0
林老师全程照着PPT念，自己都讲不清楚，期末挂了一大半。	0
罗老师语速太快，一个例子翻来覆去讲，想退课了。	0
吴老师特别耐心，深入浅出，收获很大。	1
这节课让我对任务型教学有了全新的认识，学生反馈非常好。	1
向陈老师提问总是被敷衍，自己都讲不清楚，大部分同学都在玩手机。	0
觉得陈老师根本不了解学生的水平，课堂上乱糟糟的，什么都没学到。	0
学完这门课，收获很大。	1
教学效果很差，经常迟到早退，什么都没学到。	0
这门课的教学计划完全没完成，全程照着PPT念，做都做不完。	0
课堂互动很好，胡老师经常组织头脑风暴，写教案都更有思路了。	1
吴老师全程照着PPT念，内容东拉西扯没有重点，什么都没学到。	0
这门课的信息量太少了，自己都讲不清楚，想退课了。	0
这学期跟着王老师，同学们都听得很认真。	1
第一次有人把翻转课堂讲得这么清楚，学生反馈非常好。	1
课程内容太难了，备课明显敷衍，来上课的人越来越少。	0
说实话马老师不太适合教这门课，讲的和教材完全对不上，什么都没学到。	0
学完这门课，这次终于搞懂了。	1
胡老师专业功底扎实，知识点讲得很透彻，收获很大。	1
课堂氛围很沉闷，对后排学生完全不管，听着就想睡觉。	0
第一次有人把分层教学讲得这么清楚，对今后的教学很有启发。	1
周老师全程照着PPT念，完全不顾学生有没有听懂，想退课了。	0
郑老师迟到了好几次，纯属念经，全班成绩都很差。	0
整节课何老师都在自顾自讲，课堂上乱糟糟的，知识学得稀碎。	0
课程内容很实用，控场能力很强，收获很大。	1
这门课的信息量太少了，纯属念经，纯属浪费时间。	0
课上的实训环节特别好，讲解深入浅出，对今后的教学很有启发。	1
何老师的教学方法很灵活，备课充分细致，进步很大。	1
上完这学期纯属浪费时间。	0
觉得朱老师根本不了解学生的水平，讲的和教材完全对不上，越听越糊涂。	0
这节课让我对产教融合有了全新的认识，进步很大。	1
很喜欢林老师的课，案例很贴近实际，同学们都听得很认真。	1
课上的实训环节特别好，深入浅出，学生反馈非常好。	1
王老师的课太枯燥了，内容东拉西扯没有重点，想退课了。	0
这门课的内容一个例子翻来覆去讲，想退课了。	0
课件做得太差了，全程照着PPT念，听着就想睡觉。	0
说实话何老师不太适合教这门课，课堂上乱糟糟的，全班成绩都很差。	0
宋老师的课讲得真好，知识点讲得很透彻，进步很大。	1
听冯老师的课，声音洪亮有感染力，课堂效率明显提高了。	1
王老师上课经常跑题，扯些与课程无关的东西，做都做不完。	0
杨老师上课从不照本宣科，PPT做得很用心，收获很大。	1
第一次有人把教学设计讲得这么清楚，收获很大。	1
每次上朱老师的课都感觉时间过得很快，深入浅出。	1
练习题和上课讲的内容对不上，一个例子翻来覆去讲，来上课的人越来越少。	0
吴老师讲解很清晰，讲解深入浅出，复杂的概念一下子就懂了。	1
黄老师语速太快，完全不顾学生有没有听懂，来上课的人越来越少。	0
原以为情景教学法很难，但郑老师讲完之后课堂效率明显提高了。	1
教材太老旧了，讲错了还硬撑，期末挂了一大半。	0
每次上陈老师的课都感觉时间过得很快，PPT做得很用心。	1
每次上马老师的课都感觉时间过得很快，循循善诱。	1
这学期跟着郑老师，学生反馈非常好。	1
说实话陈老师不太适合教这门课，完全不顾学生有没有听懂，越听越糊涂。	0
这学期跟着马老师，课堂效率明显提高了。	1
课程内容很实用，条理很清晰，课堂参与度很高。	1
郑老师讲解很清晰，理论联系实际，复杂的概念一下子就懂了。	1
感谢何老师这学期的付出，PPT做得很用心，课堂参与度很高。	1
这学期跟着王老师，写教案都更有思路了。	1
这学期跟着张老师，感觉豁然开朗。	1
同学们对刘老师的评价都很高，内容安排合理，比以前清晰多了。	1
这门课的内容内容东拉西扯没有重点，全班成绩都很差。	0
第一次有人把课程思政讲得这么清楚，感觉豁然开朗。	1
练习题和上课讲的内容对不上，内容东拉西扯没有重点，越听越糊涂。	0
教学设备都不会用，吴老师备课明显敷衍，想退课了。	0
课堂纪律不好，张老师也不管，大部分同学都在玩手机。	0
每次上陈老师的课都感觉时间过得很快，课堂气氛很活跃。	1
这门课的信息量太少了，一个例子翻来覆去讲，知识学得稀碎。	0
听郑老师的课，课堂气氛很活跃，收获很大。	1
孙老师的教学方法很灵活，理论联系实际，对英语教学信心大增。	1
朱老师迟到了好几次，内容东拉西扯没有重点，听着就想睡觉。	0
觉得杨老师根本不了解学生的水平，全程照着PPT念，什么都没学到。	0
课堂氛围很沉闷，动不动就发火，期末挂了一大半。	0
每次上林老师的课都感觉时间过得很快，理论联系实际。	1
觉得张老师根本不了解学生的水平，自己都讲不清楚，知识学得稀碎。	0
杨老师备课很充分，声音洪亮有感染力，能看出来花了很多心思。	1
这门课很接地气，理论联系实际，这次终于搞懂了。	1
郑老师的教学方法很灵活，节奏把控得当，学到了很多实用的东西。	1
胡老师的教学方法很灵活，声音洪亮有感染力，课堂参与度很高。	1
作业太多，讲错了还硬撑，越听越糊涂。	0
上完这学期还不如自己看书。	0
课堂氛围很沉闷，对后排学生完全不管，期末挂了一大半。	0
学完这门课，课堂参与度很高。	1
学完这门课，学生反馈非常好。	1
教材太老旧了，经常迟到早退，大部分同学都在玩手机。	0
第一次有人把教学设计讲得这么清楚，感觉豁然开朗。	1
课上的实训环节特别好，案例很贴近实际，进步很大。	1
这门课的教学计划完全没完成，动不动就发火，考试完全不会。	0
每次上刘老师的课都感觉时间过得很快，深入浅出。	1
这门课的内容经常迟到早退，考试完全不会。	0
整节课宋老师都在自顾自讲，课堂上乱糟糟的，还不如自己看书。	0
胡老师全程照着PPT念，课堂上乱糟糟的，考试完全不会。	0
练习题和上课讲的内容对不上，讲错了还硬撑，纯属浪费时间。	0
课程内容太难了，内容东拉西扯没有重点，期末挂了一大半。	0
教学设备都不会用，马老师经常迟到早退，想退课了。	0
这门课经常迟到早退，做都做不完。	0
黄老师对学生很不耐烦，课堂上乱糟糟的，纯属浪费时间。	0
小组讨论环节设计得很好，王老师引导得当，感觉豁然开朗。	1
这门课讲的和教材完全对不上，越听越糊涂。	0
杨老师语速太快，自己都讲不清楚，还不如自己看书。	0
上宋老师的课是一种享受，重难点把握得很好，感觉豁然开朗。	1
这门课很接地气，重难点把握得很好，课堂效率明显提高了。	1
刘老师语速太快，纯属念经，什么都没学到。	0
和隔壁班比起来，郑老师教得差远了，做都做不完。	0
上完这学期大部分同学都在玩手机。	0
同学们对罗老师的评价都很高，循循善诱，感觉豁然开朗。	1
学完这门课，进步很大。	1
这门课的信息量太少了，讲的和教材完全对不上，还不如自己看书。	0
小组讨论环节设计得很好，冯老师引导得当，进步很大。	1
这门课很接地气，循循善诱，比以前清晰多了。	1
周老师上课很有激情，能把复杂的东西讲简单，收获很大。	1
课程内容太难了，讲的和教材完全对不上，听着就想睡觉。	0
作业太多，讲的和教材完全对不上，来上课的人越来越少。	0
这节课让我对任务型教学有了全新的认识，对今后的教学很有启发。	1
这门课的内容动不动就发火，想退课了。	0
马老师备课很充分，内容安排合理，能看出来花了很多心思。	1
这节课让我对跨文化交际有了全新的认识，进步很大。	1
课程内容太难了，内容东拉西扯没有重点，做都做不完。	0
课程内容太难了，例题和考试完全不一样，听着就想睡觉。	0
郑老师上课经常跑题，扯些与课程无关的东西，纯属浪费时间。	0
觉得王老师根本不了解学生的水平，课堂上乱糟糟的，还不如自己看书。	0
第一次有人把课堂评价讲得这么清楚，课堂效率明显提高了。	1
黄老师专业功底扎实，板书工整规范，这些技巧马上就能用在课堂上。	1
张老师举的案例都是实际教学中会遇到的情况，内容安排合理。	1
原以为词汇教学法很难，但吴老师讲完之后写教案都更有思路了。	1
这门课动不动就发火，还不如自己看书。	0
教学效果很差，教学大纲混乱不清，越听越糊涂。	0
陈老师对学生很不耐烦，经常迟到早退，考试完全不会。	0
课上的实训环节特别好，备课充分细致，感觉豁然开朗。	1
这门课的信息量太少了，课堂上乱糟糟的，浪费了一个学期。	0
课堂氛围很沉闷，完全不顾学生有没有听懂，来上课的人越来越少。	0
林老师的教学方法很灵活，讲解深入浅出，这些技巧马上就能用在课堂上。	1
课堂氛围很沉闷，自己都讲不清楚，期末挂了一大半。	0
练习题和上课讲的内容对不上，自己都讲不清楚，什么都没学到。	0
课程内容太难了，例题和考试完全不一样，纯属浪费时间。	0
张老师全程照着PPT念，讲错了还硬撑，什么都没学到。	0
小组讨论环节设计得很好，杨老师引导得当，同学们都听得很认真。	1
练习题和上课讲的内容对不上，一个例子翻来覆去讲，听着就想睡觉。	0
张老师上课从不照本宣科，课堂气氛很活跃，写教案都更有思路了。	1
说实话罗老师不太适合教这门课，内容东拉西扯没有重点，越听越糊涂。	0
这门课的教学计划完全没完成，完全不顾学生有没有听懂，课堂上根本没人听。	0
这学期跟着杨老师，课堂参与度很高。	1
这门课很接地气，声音洪亮有感染力，收获很大。	1
这门课的内容内容东拉西扯没有重点，课堂上根本没人听。	0
教材太老旧了，一个例子翻来覆去讲，想退课了。	0
胡老师上课从不照本宣科，PPT做得很用心，这些技巧马上就能用在课堂上。	1
教材太老旧了，例题和考试完全不一样，浪费了一个学期。	0
感谢郑老师这学期的付出，条理很清晰，学到了很多实用的东西。	1
张老师语速太快，讲错了还硬撑，什么都没学到。	0
周老师备课很充分，备课充分细致，能看出来花了很多心思。	1
原以为翻转课堂很难，但马老师讲完之后这些技巧马上就能用在课堂上。	1
小组讨论环节设计得很好，黄老师引导得当，学生反馈非常好。	1
张老师的课太枯燥了，课堂上乱糟糟的，课堂上根本没人听。	0
课堂纪律不好，刘老师也不管，来上课的人越来越少。	0
每次上朱老师的课都感觉时间过得很快，因材施教。	1
教学效果很差，讲错了还硬撑，全班成绩都很差。	0
赵老师特别耐心，条理很清晰，写教案都更有思路了。	1
整节课冯老师都在自顾自讲，讲的和教材完全对不上，考试完全不会。	0
黄老师对学生很不耐烦，讲的和教材完全对不上，来上课的人越来越少。	0
作业太多，内容东拉西扯没有重点，考试完全不会。	0
觉得胡老师根本不了解学生的水平，讲的和教材完全对不上，知识学得稀碎。	0
周老师的课太枯燥了，经常迟到早退，课堂上根本没人听。	0
这门课的信息量太少了，内容东拉西扯没有重点，想退课了。	0
课堂纪律不好，冯老师也不管，越听越糊涂。	0
刘老师举的案例都是实际教学中会遇到的情况，因材施教。	1
课上的实训环节特别好，条理很清晰，这次终于搞懂了。	1
向何老师提问总是被敷衍，全程照着PPT念，还不如自己看书。	0
这门课很接地气，案例很贴近实际，收获很大。	1
何老师全程照着PPT念，内容东拉西扯没有重点，期末挂了一大半。	0
何老师的课讲得真好，条理很清晰，进步很大。	1
何老师的教学方法很灵活，知识点讲得很透彻，学到了很多实用的东西。	1
这门课的内容动不动就发火，期末挂了一大半。	0
杨老师备课很充分，条理很清晰，能看出来花了很多心思。	1
这学期跟着胡老师，对英语教学信心大增。	1
杨老师备课很充分，循循善诱，能看出来花了很多心思。	1
小组讨论环节设计得很好，刘老师引导得当，比以前清晰多了。	1
这学期跟着黄老师，进步很大。	1
上完这学期做都做不完。	0
